-0.808682596,0.003540636
-0.717256581,0.003540636
-0.625830565,0.003540636
-0.534404549,0.003540636
-0.442978533,0.003540636
-0.351552517,0.003812205
-0.263391716,0.006915843
-0.237269997,0.01722768
-0.222032328,0.027330022
-0.204617849,0.040318748
-0.188170841,0.061113123
-0.199175824,0.049164116
-0.174414612,0.083789079
-0.183938155,0.074419971
-0.157695502,0.115336266
-0.168700486,0.102119941
-0.17631932,0.094787596
-0.142457833,0.145299306
-0.153462816,0.132264026
-0.17631932,0.126561091
-0.120447866,0.200789769
-0.127220164,0.182323122
-0.138225147,0.169333103
-0.138225147,0.159556643
-0.111982494,0.219256415
-0.145843982,0.209661001
-0.094416848,0.255284481
-0.107749808,0.243471258
-0.107749808,0.233694798
-0.081507156,0.293666138
-0.092512139,0.280947688
-0.092512139,0.271171228
-0.115368643,0.265060941
-0.066269486,0.340556937
-0.069655635,0.327793225
-0.07727447,0.318016766
-0.07727447,0.308240306
-0.042989714,0.39653396
-0.054417966,0.38400787
-0.054417966,0.374720233
-0.0620368,0.364862303
-0.0620368,0.355085843
-0.035794148,0.435605854
-0.039180296,0.421810182
-0.039180296,0.412033722
-0.0620368,0.404375495
-0.023942627,0.48340188
-0.018863404,0.469687679
-0.031561462,0.460182788
-0.031561462,0.450406328
-0.002990832,0.52902536
-0.008704958,0.516478903
-0.016323792,0.506620973
-0.016323792,0.496844513
0.014998083,0.599995218
0.006532711,0.57790766
0.011611935,0.564736596
-0.001086123,0.554688567
-0.001086123,0.544912108
-0.023942627,0.53880182
0.025579798,0.652045815
0.021770381,0.639499358
0.021770381,0.629722898
0.021770381,0.619946438
0.006532711,0.61212527
0.03700805,0.67893108
0.042087273,0.665216879
0.021770381,0.588498825
0.055631868,0.720209466
0.052245719,0.707282814
0.044626885,0.697261942
0.044626885,0.689522245
0.071837009,0.762263762
0.067483389,0.751765707
0.059864554,0.742070717
0.057324942,0.73433102
0.086530475,0.800831315
0.075102223,0.789323607
0.075102223,0.779547147
0.067483389,0.77343686
0.099863436,0.833521353
0.090339893,0.821504454
0.087800281,0.813628973
0.116582545,0.860519772
0.105577562,0.846760309
0.128434066,0.883422034
0.105577562,0.873645574
0.147057884,0.901617113
0.158909405,0.917368076
0.174147074,0.92839375
0.204622412,0.940858737
0.257954255,0.954403207
0.317816527,0.963263124
0.410330948,0.970188117
0.501756964,0.974125857
0.59318298,0.976434188
0.684608996,0.978199382
0.776035012,0.979693008
0.867461027,0.980779282
0.958887043,0.982137123
1.050313059,0.983223397
1.141739075,0.983630749
1.233165091,0.98430967
1.324591107,0.984445454
1.416017122,0.984445454
1.507443138,0.985124375
1.598869154,0.985803296
1.69029517,0.986753785
1.781721186,0.986210648
1.873147202,0.986889569
1.964573217,0.986889569
2.055999233,0.98756849
2.147425249,0.988247411
2.238851265,0.988518979
2.330277281,0.988926332
2.421703297,0.989333684
2.513129313,0.990012605
2.604555328,0.990148389
2.695981344,0.990963094
2.78740736,0.991370447
2.878833376,0.992185152
2.970259392,0.992592504
3.061685408,0.993407209
3.153111423,0.993542993
3.244537439,0.994221914
3.335963455,0.995579756
3.427389471,0.996530245
3.518815487,0.996394461
3.610241503,0.996801813
3.701667519,0.997480734
3.793093534,0.997752302
3.88451955,0.996666029
3.975945566,0.992864072
4.067371582,0.992592504
4.158797598,0.992864072
4.250223614,0.993407209
4.341649629,0.993814562
4.433075645,0.995036619
4.524501661,0.995851324
4.615927677,0.995851324
4.707353693,0.996258677
4.798779709,0.996801813
4.890205725,0.997480734
4.98163174,0.998295439
5.073057756,0.998838576
5.164483772,0.999110144
5.255909788,0.998702792
5.347335804,0.99571554
5.434952402,0.988213465
5.485563232,0.978975292
5.53780667,0.967608217
5.553044339,0.958049012
5.58605929,0.948191082
5.613995017,0.937518446
5.637939926,0.925204762
5.657531215,0.912169482
5.686797214,0.896095223
5.705421032,0.88277027
5.720658702,0.872342046
5.735896371,0.861424999
5.746054817,0.849747561
5.758752875,0.839835317
5.76637171,0.830955032
5.784148991,0.819060339
5.791767825,0.806160844
5.807731098,0.794619189
5.819703552,0.781583909
5.837480833,0.769634903
5.842560056,0.757957465
5.857797726,0.744573025
5.873035395,0.728729923
5.886096254,0.712915917
5.896980304,0.698833159
5.913034277,0.683513795
5.928271946,0.667016019
5.943509615,0.650314567
5.958747285,0.633613114
5.978006006,0.6170135
5.983508497,0.599028887
6.002555584,0.585511573
6.010174419,0.573671194
5.994936749,0.60886645
6.022025939,0.558535786
6.040649757,0.541042259
6.035570534,0.527803303
6.055887427,0.517945372
6.067738947,0.503135846
6.084458056,0.485336805
6.0939816,0.473218068
6.096521211,0.463305824
6.113451955,0.447735906
6.134252583,0.431027987
6.135123307,0.417899598
6.159164963,0.403651313
6.174402632,0.385365712
6.189217033,0.368222961
6.204454702,0.352336214
6.216971359,0.337453299
6.235353309,0.321818722
6.25016771,0.304675971
6.26540538,0.2889929
6.280643049,0.273411667
6.295880718,0.257423081
6.312388193,0.243742826
6.330165474,0.22870473
6.347942755,0.214141878
6.35556159,0.202057087
6.375878482,0.190108081
